gmDate,gmTime,seasTyp,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamMin,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamPTS1,teamPTS2,teamPTS3,teamPTS4,teamPTS5,teamPTS6,teamPTS7,teamPTS8,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamAST/TO,teamSTL/TO,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptMin,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptPTS1,opptPTS2,opptPTS3,opptPTS4,opptPTS5,opptPTS6,opptPTS7,opptPTS8,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,poss,pace
2017-11-22,08:00,Regular,Goble,John,Ervin,Mitchell,Ford,Tyler,NO,West,Southwest,Home,Win,241,2,107,23,16,7,2,18,81,39,0.4815,57,32,0.5614,24,7,0.2917,24,22,0.9167,7,38,45,19,31,37,20,0,0,0,0,53.5714,58.9744,0.5843,0.5247,18.4211,82.6087,14.8754,7.0543,2.0155,3.5088,1.321,79.75,66.1826,107.8302,90.6983,17.1319,0.4333,17.6164,1.4375,43.75,SA,West,Southwest,Away,Loss,239,1,90,22,16,10,5,23,88,35,0.3977,64,29,0.4531,24,6,0.25,15,14,0.9333,8,31,39,29,13,17,31,0,0,0,0,46.4286,62.8571,0.4757,0.4318,20.5128,79.4872,14.4665,10.0776,5.0388,7.8125,1.0227,59.125,49.477,90.6983,107.8302,-17.1319,0.3646,16.5913,1.375,62.5,99.2301,98.8184
2017-11-22,08:00,Regular,Lane,Karl,Scott,Kevin,McCutchen,Monty,GS,West,Pacific,Away,Loss,239,3,91,22,22,11,8,20,80,33,0.4125,49,23,0.4694,31,10,0.3226,18,15,0.8333,7,32,39,26,22,23,20,0,0,0,0,43.8202,66.6667,0.5175,0.475,15.9091,71.1111,20.0146,10.8134,7.8643,16.3265,1.1375,64.25,53.7657,89.4561,106.1677,-16.7116,0.3474,16.6768,1.0,50.0,OKC,West,Northwest,Home,Win,241,2,108,16,17,15,5,21,90,41,0.4556,65,33,0.5077,25,8,0.32,26,18,0.6923,13,37,50,33,32,29,14,0,0,0,0,56.1798,39.0244,0.5323,0.5,26.0,74.0,14.3533,14.7455,4.9152,7.6923,1.2,80.0,66.39,106.1677,89.4561,16.7116,0.4362,11.9012,0.9412,88.2353,101.7259,102.1515
2017-11-22,08:00,Regular,Lane,Karl,Scott,Kevin,McCutchen,Monty,OKC,West,Northwest,Home,Win,241,2,108,16,17,15,5,21,90,41,0.4556,65,33,0.5077,25,8,0.32,26,18,0.6923,13,37,50,33,32,29,14,0,0,0,0,56.1798,39.0244,0.5323,0.5,28.8889,84.0909,14.3533,14.7455,4.9152,7.6923,1.2,80.0,66.39,106.1677,89.4561,16.7116,0.4362,11.9012,0.9412,88.2353,GS,West,Pacific,Away,Loss,239,3,91,22,22,11,8,20,80,33,0.4125,49,23,0.4694,31,10,0.3226,18,15,0.8333,7,32,39,26,22,23,20,0,0,0,0,43.8202,66.6667,0.5175,0.475,17.9487,82.0513,20.0146,10.8134,7.8643,16.3265,1.1375,64.25,53.7657,89.4561,106.1677,-16.7116,0.3474,16.6768,1.0,50.0,101.7259,101.3038
2017-11-22,09:00,Regular,Cutler,Kevin,Orr,J.T.,Mott,Rodney,MIL,East,Central,Away,Win,263,2,113,19,15,16,6,30,97,42,0.433,68,34,0.5,29,8,0.2759,31,21,0.6774,13,29,42,33,21,30,21,8,0,0,0,41.1765,45.2381,0.5107,0.4742,25.4902,56.8627,11.9389,14.6286,5.4857,8.8235,1.1649,74.375,56.5589,103.3145,97.8288,5.4857,0.4242,13.1361,1.2667,106.6667,PHO,West,Pacific,Home,Loss,265,3,107,15,29,7,9,26,93,37,0.3978,71,30,0.4225,22,7,0.3182,33,26,0.7879,22,38,60,23,21,31,30,2,0,0,0,58.8235,40.5405,0.4976,0.4355,36.6667,63.3333,21.2423,6.4,8.2286,12.6761,1.1505,64.375,48.5849,97.8288,103.3145,-5.4857,0.37,9.8997,0.5172,24.1379,109.3748,99.8097
2017-11-22,09:00,Regular,Cutler,Kevin,Orr,J.T.,Mott,Rodney,PHO,West,Pacific,Home,Loss,265,3,107,15,29,7,9,26,93,37,0.3978,71,30,0.4225,22,7,0.3182,33,26,0.7879,22,38,60,23,21,31,30,2,0,0,0,58.8235,40.5405,0.4976,0.4355,43.1373,74.5098,21.2423,6.4,8.2286,12.6761,1.1505,64.375,48.5849,97.8288,103.3145,-5.4857,0.37,9.8997,0.5172,24.1379,MIL,East,Central,Away,Win,263,2,113,19,15,16,6,30,97,42,0.433,68,34,0.5,29,8,0.2759,31,21,0.6774,13,29,42,33,21,30,21,8,0,0,0,41.1765,45.2381,0.5107,0.4742,30.9524,69.0476,11.9389,14.6286,5.4857,8.8235,1.1649,74.375,56.5589,103.3145,97.8288,5.4857,0.4242,13.1361,1.2667,106.6667,109.3748,99.0564
2017-11-22,09:00,Regular,Maddox,Tre,Van Duyne,Justin,Kennedy,Bill,CHI,East,Central,Away,Loss,240,0,80,15,16,3,1,21,78,29,0.3718,57,24,0.4211,21,5,0.2381,20,17,0.85,8,35,43,24,22,23,11,0,0,0,0,48.8636,51.7241,0.4608,0.4038,17.7778,81.3953,15.5642,3.2587,1.0862,1.7544,1.0256,40.75,33.9583,86.8984,119.4853,-32.5869,0.3372,12.7334,0.9375,18.75,UTA,West,Northwest,Home,Win,241,2,110,23,7,10,5,15,86,40,0.4651,51,26,0.5098,35,14,0.4,19,16,0.8421,8,37,45,25,30,32,23,0,0,0,0,51.1364,57.5,0.5829,0.5465,17.7778,82.2222,6.9061,10.8623,5.4312,9.8039,1.2791,97.625,81.0166,119.4853,86.8984,32.5869,0.4706,18.4947,3.2857,142.8571,92.0615,92.0615
2017-11-22,09:00,Regular,Maddox,Tre,Van Duyne,Justin,Kennedy,Bill,UTA,West,Northwest,Home,Win,241,2,110,23,7,10,5,15,86,40,0.4651,51,26,0.5098,35,14,0.4,19,16,0.8421,8,37,45,25,30,32,23,0,0,0,0,51.1364,57.5,0.5829,0.5465,18.6047,82.2222,6.9061,10.8623,5.4312,9.8039,1.2791,97.625,81.0166,119.4853,86.8984,32.5869,0.4706,18.4947,3.2857,142.8571,CHI,East,Central,Away,Loss,240,0,80,15,16,3,1,21,78,29,0.3718,57,24,0.4211,21,5,0.2381,20,17,0.85,8,35,43,24,22,23,11,0,0,0,0,48.8636,51.7241,0.4608,0.4038,18.6047,81.3953,15.5642,3.2587,1.0862,1.7544,1.0256,40.75,33.9583,86.8984,119.4853,-32.5869,0.3372,12.7334,0.9375,18.75,92.0615,91.6795
2017-11-22,10:30,Regular,Twardoski,Scott,Garretson,Ron,Wood,Leon,LAL,West,Pacific,Away,Loss,239,1,102,27,17,8,4,19,78,39,0.5,49,24,0.4898,29,15,0.5172,15,9,0.6,4,28,32,19,22,26,35,0,0,0,0,42.1053,69.2308,0.6028,0.5962,10.5263,73.6842,16.7323,8.2686,4.1343,8.1633,1.3077,75.375,63.0753,105.4241,116.7933,-11.3692,0.4286,20.9953,1.5882,47.0588,SAC,West,Pacific,Home,Win,239,2,113,26,17,9,4,20,85,47,0.5529,64,37,0.5781,21,10,0.4762,14,9,0.6429,10,34,44,31,23,22,37,0,0,0,0,57.8947,55.3191,0.6198,0.6118,22.7273,77.2727,15.7175,9.3021,4.1343,6.25,1.3294,91.5,76.569,116.7933,105.4241,11.3692,0.5109,19.3798,1.5294,52.9412,96.7521,97.1569
2017-11-22,10:30,Regular,Twardoski,Scott,Garretson,Ron,Wood,Leon,SAC,West,Pacific,Home,Win,239,2,113,26,17,9,4,20,85,47,0.5529,64,37,0.5781,21,10,0.4762,14,9,0.6429,10,34,44,31,23,22,37,0,0,0,0,57.8947,55.3191,0.6198,0.6118,26.3158,89.4737,15.7175,9.3021,4.1343,6.25,1.3294,91.5,76.569,116.7933,105.4241,11.3692,0.5109,19.3798,1.5294,52.9412,LAL,West,Pacific,Away,Loss,239,1,102,27,17,8,4,19,78,39,0.5,49,24,0.4898,29,15,0.5172,15,9,0.6,4,28,32,19,22,26,35,0,0,0,0,42.1053,69.2308,0.6028,0.5962,12.5,87.5,16.7323,8.2686,4.1343,8.1633,1.3077,75.375,63.0753,105.4241,116.7933,-11.3692,0.4286,20.9953,1.5882,47.0588,96.7521,97.1569
2017-11-24,07:30,Regular,Fitzgerald,Kane,Scott,Kevin,Ford,Tyler,NY,East,Atlantic,Away,Loss,241,2,104,30,20,1,9,19,79,40,0.5063,49,28,0.5714,30,12,0.4,14,12,0.8571,5,33,38,39,28,19,18,0,0,0,0,48.7179,75.0,0.6106,0.5823,15.625,71.7391,19.0186,1.0196,9.1765,18.3673,1.3165,79.75,66.1826,106.0392,118.2745,-12.2353,0.4255,22.1959,1.5,5.0,ATL,East,Southeast,Home,Win,240,2,116,30,10,7,2,16,99,47,0.4747,68,34,0.5,31,13,0.4194,12,9,0.75,13,27,40,24,35,30,27,0,0,0,0,51.2821,63.8298,0.5562,0.5404,32.5,67.5,8.7504,7.1373,2.0392,2.9412,1.1717,91.5,76.25,118.2745,106.0392,12.2353,0.4896,20.7929,3.0,70.0,98.0769,97.6699
2017-11-24,07:30,Regular,Fitzgerald,Kane,Scott,Kevin,Ford,Tyler,ATL,East,Southeast,Home,Win,240,2,116,30,10,7,2,16,99,47,0.4747,68,34,0.5,31,13,0.4194,12,9,0.75,13,27,40,24,35,30,27,0,0,0,0,51.2821,63.8298,0.5562,0.5404,28.2609,84.375,8.7504,7.1373,2.0392,2.9412,1.1717,91.5,76.25,118.2745,106.0392,12.2353,0.4896,20.7929,3.0,70.0,NY,East,Atlantic,Away,Loss,241,2,104,30,20,1,9,19,79,40,0.5063,49,28,0.5714,30,12,0.4,14,12,0.8571,5,33,38,39,28,19,18,0,0,0,0,48.7179,75.0,0.6106,0.5823,13.1579,86.8421,19.0186,1.0196,9.1765,18.3673,1.3165,79.75,66.1826,106.0392,118.2745,-12.2353,0.4255,22.1959,1.5,5.0,98.0769,98.0769
2017-11-24,07:30,Regular,Goble,Jacyn,Lindsay,Mark,Williams,James,ORL,East,Southeast,Away,Loss,241,1,103,21,12,6,4,16,95,41,0.4316,71,32,0.4507,24,9,0.375,19,12,0.6316,16,35,51,26,21,22,34,0,0,0,0,52.5773,51.2195,0.4983,0.4789,32.6531,72.9167,10.4022,6.2651,4.1767,5.6338,1.0842,77.875,64.6266,107.5511,123.2139,-15.6628,0.4505,15.4004,1.75,50.0,BOS,East,Atlantic,Home,Win,240,2,118,27,9,6,10,20,91,42,0.4615,49,25,0.5102,42,17,0.4048,25,17,0.68,13,33,46,40,33,26,19,0,0,0,0,47.4227,64.2857,0.5784,0.5549,28.2609,71.7391,8.1081,6.2651,10.4419,20.4082,1.2967,102.125,85.1042,123.2139,107.5511,15.6628,0.4828,19.5652,3.0,66.6667,95.7684,95.371
2017-11-24,07:30,Regular,Goble,Jacyn,Lindsay,Mark,Williams,James,BOS,East,Atlantic,Home,Win,240,2,118,27,9,6,10,20,91,42,0.4615,49,25,0.5102,42,17,0.4048,25,17,0.68,13,33,46,40,33,26,19,0,0,0,0,47.4227,64.2857,0.5784,0.5549,27.0833,67.3469,8.1081,6.2651,10.4419,20.4082,1.2967,102.125,85.1042,123.2139,107.5511,15.6628,0.4828,19.5652,3.0,66.6667,ORL,East,Southeast,Away,Loss,241,1,103,21,12,6,4,16,95,41,0.4316,71,32,0.4507,24,9,0.375,19,12,0.6316,16,35,51,26,21,22,34,0,0,0,0,52.5773,51.2195,0.4983,0.4789,31.3725,68.6275,10.4022,6.2651,4.1767,5.6338,1.0842,77.875,64.6266,107.5511,123.2139,-15.6628,0.4505,15.4004,1.75,50.0,95.7684,95.7684
2017-11-24,08:00,Regular,Guthrie,David,Ervin,Mitchell,Fraher,Pat,CHA,East,Southeast,Away,Loss,240,2,99,25,9,4,3,17,94,36,0.383,65,25,0.3846,29,11,0.3793,27,16,0.5926,15,40,55,28,29,25,17,0,0,0,0,55.0,69.4444,0.4675,0.4415,26.3158,93.0233,7.8343,4.1004,3.0753,4.6154,1.0532,77.875,64.8958,101.4838,102.5089,-1.0251,0.4091,17.8725,2.7778,44.4444,CLE,East,Central,Home,Win,240,2,100,25,12,4,7,24,83,38,0.4578,44,25,0.5682,39,13,0.3333,15,11,0.7333,3,42,45,27,27,29,17,0,0,0,0,45.0,65.7895,0.558,0.5361,6.6667,93.3333,11.811,4.1004,7.1756,15.9091,1.2048,78.625,65.5208,102.5089,101.4838,1.0251,0.413,19.7472,2.0833,33.3333,97.5525,97.5525
2017-11-24,08:00,Regular,Guthrie,David,Ervin,Mitchell,Fraher,Pat,CLE,East,Central,Home,Win,240,2,100,25,12,4,7,24,83,38,0.4578,44,25,0.5682,39,13,0.3333,15,11,0.7333,3,42,45,27,27,29,17,0,0,0,0,45.0,65.7895,0.558,0.5361,6.9767,73.6842,11.811,4.1004,7.1756,15.9091,1.2048,78.625,65.5208,102.5089,101.4838,1.0251,0.413,19.7472,2.0833,33.3333,CHA,East,Southeast,Away,Loss,240,2,99,25,9,4,3,17,94,36,0.383,65,25,0.3846,29,11,0.3793,27,16,0.5926,15,40,55,28,29,25,17,0,0,0,0,55.0,69.4444,0.4675,0.4415,27.2727,72.7273,7.8343,4.1004,3.0753,4.6154,1.0532,77.875,64.8958,101.4838,102.5089,-1.0251,0.4091,17.8725,2.7778,44.4444,97.5525,97.5525
2017-11-24,08:00,Regular,Kogut,Marat,Washington,Tom,Sterling,Jonathan,TOR,East,Atlantic,Away,Loss,236,2,102,17,20,14,4,20,81,40,0.4938,51,31,0.6078,30,9,0.3,20,15,0.75,7,35,42,25,35,20,24,0,0,0,0,50.6024,42.5,0.5679,0.5494,18.4211,77.7778,18.2149,13.9986,3.9996,7.8431,1.2593,72.0,61.0169,101.9897,106.9892,-4.9995,0.4255,13.4069,0.85,70.0,IND,East,Central,Home,Win,239,4,107,19,16,10,3,18,83,38,0.4578,57,27,0.4737,26,11,0.4231,27,20,0.7407,10,31,41,29,21,31,26,0,0,0,0,49.3976,50.0,0.5639,0.5241,24.3902,75.6098,14.43,9.999,2.9997,5.2632,1.2892,74.875,62.6569,106.9892,101.9897,4.9995,0.427,14.6289,1.1875,62.5,100.0101,101.7052
2017-11-24,08:00,Regular,Kogut,Marat,Washington,Tom,Sterling,Jonathan,IND,East,Central,Home,Win,239,4,107,19,16,10,3,18,83,38,0.4578,57,27,0.4737,26,11,0.4231,27,20,0.7407,10,31,41,29,21,31,26,0,0,0,0,49.3976,50.0,0.5639,0.5241,22.2222,81.5789,14.43,9.999,2.9997,5.2632,1.2892,74.875,62.6569,106.9892,101.9897,4.9995,0.427,14.6289,1.1875,62.5,TOR,East,Atlantic,Away,Loss,236,2,102,17,20,14,4,20,81,40,0.4938,51,31,0.6078,30,9,0.3,20,15,0.75,7,35,42,25,35,20,24,0,0,0,0,50.6024,42.5,0.5679,0.5494,16.6667,83.3333,18.2149,13.9986,3.9996,7.8431,1.2593,72.0,61.0169,101.9897,106.9892,-4.9995,0.4255,13.4069,0.85,70.0,100.0101,100.4286
2017-11-24,08:00,Regular,Maddox,Tre,McCutchen,Monty,Adair,Brandon,MIA,East,Southeast,Away,Win,240,2,109,29,14,4,4,24,80,38,0.475,41,19,0.4634,39,19,0.4872,16,14,0.875,9,33,42,28,30,23,28,0,0,0,0,48.8372,76.3158,0.6261,0.5938,22.5,71.7391,13.8559,4.4327,4.4327,9.7561,1.3625,87.75,73.125,120.7913,107.4932,13.2981,0.4471,22.3008,2.0714,28.5714,MIN,West,Northwest,Home,Loss,241,2,97,21,10,9,3,16,84,37,0.4405,67,30,0.4478,17,7,0.4118,26,16,0.6154,13,31,44,24,24,22,27,0,0,0,0,51.1628,56.7568,0.5082,0.4821,29.5455,70.4545,9.4841,9.9736,3.3245,4.4776,1.1548,75.5,62.6556,107.4932,120.7913,-13.2981,0.4568,16.6087,2.1,90.0,90.2383,90.2383
2017-11-24,08:00,Regular,Maddox,Tre,McCutchen,Monty,Adair,Brandon,MIN,West,Northwest,Home,Loss,241,2,97,21,10,9,3,16,84,37,0.4405,67,30,0.4478,17,7,0.4118,26,16,0.6154,13,31,44,24,24,22,27,0,0,0,0,51.1628,56.7568,0.5082,0.4821,28.2609,77.5,9.4841,9.9736,3.3245,4.4776,1.1548,75.5,62.6556,107.4932,120.7913,-13.2981,0.4568,16.6087,2.1,90.0,MIA,East,Southeast,Away,Win,240,2,109,29,14,4,4,24,80,38,0.475,41,19,0.4634,39,19,0.4872,16,14,0.875,9,33,42,28,30,23,28,0,0,0,0,48.8372,76.3158,0.6261,0.5938,21.4286,78.5714,13.8559,4.4327,4.4327,9.7561,1.3625,87.75,73.125,120.7913,107.4932,13.2981,0.4471,22.3008,2.0714,28.5714,90.2383,89.8639
2017-11-24,08:00,Regular,Dalen,Eric,Washington,C.J.,Mauer,Ken,DET,East,Central,Away,Win,240,4,99,22,21,6,5,17,84,39,0.4643,47,25,0.5319,37,14,0.3784,9,7,0.7778,8,35,43,25,24,24,26,0,0,0,0,48.8636,56.4103,0.5628,0.5476,20.0,72.9167,19.2731,6.0319,5.0266,10.6383,1.1786,70.375,58.6458,99.5257,98.5204,1.0053,0.4021,16.799,1.0476,28.5714,OKC,West,Northwest,Home,Loss,240,2,98,22,15,13,6,12,98,42,0.4286,66,34,0.5152,32,8,0.25,8,6,0.75,13,32,45,29,30,18,21,0,0,0,0,51.1364,52.381,0.4827,0.4694,28.8889,71.1111,12.8733,13.069,6.0319,9.0909,1.0,78.5,65.4167,98.5204,99.5257,-1.0053,0.42,15.8822,1.4667,86.6667,99.4718,99.4718
2017-11-24,08:00,Regular,Dalen,Eric,Washington,C.J.,Mauer,Ken,OKC,West,Northwest,Home,Loss,240,2,98,22,15,13,6,12,98,42,0.4286,66,34,0.5152,32,8,0.25,8,6,0.75,13,32,45,29,30,18,21,0,0,0,0,51.1364,52.381,0.4827,0.4694,27.0833,80.0,12.8733,13.069,6.0319,9.0909,1.0,78.5,65.4167,98.5204,99.5257,-1.0053,0.42,15.8822,1.4667,86.6667,DET,East,Central,Away,Win,240,4,99,22,21,6,5,17,84,39,0.4643,47,25,0.5319,37,14,0.3784,9,7,0.7778,8,35,43,25,24,24,26,0,0,0,0,48.8636,56.4103,0.5628,0.5476,18.6047,81.3953,19.2731,6.0319,5.0266,10.6383,1.1786,70.375,58.6458,99.5257,98.5204,1.0053,0.4021,16.799,1.0476,28.5714,99.4718,99.4718
2017-11-24,09:00,Regular,Garretson,Ron,Nansel,Brett,Spooner,Bill,MEM,West,Southwest,Away,Loss,240,2,92,28,18,10,3,21,73,36,0.4932,49,27,0.551,24,9,0.375,16,11,0.6875,3,20,23,18,27,29,18,0,0,0,0,31.5068,77.7778,0.5747,0.5548,7.8947,57.1429,18.3599,10.7072,3.2121,6.1224,1.2603,61.75,51.4583,98.5059,111.3545,-12.8486,0.4091,22.2152,1.5556,55.5556,DEN,West,Northwest,Home,Win,240,2,104,24,21,9,4,18,79,40,0.5063,47,31,0.6596,32,9,0.2813,26,15,0.5769,15,35,50,27,34,15,28,0,0,0,0,68.4932,60.0,0.575,0.5633,30.0,70.0,18.8442,9.6364,4.2829,8.5106,1.3165,83.25,69.375,111.3545,98.5059,12.8486,0.4706,17.72,1.1429,42.8571,93.3954,93.3954
2017-11-24,09:00,Regular,Garretson,Ron,Nansel,Brett,Spooner,Bill,DEN,West,Northwest,Home,Win,240,2,104,24,21,9,4,18,79,40,0.5063,47,31,0.6596,32,9,0.2813,26,15,0.5769,15,35,50,27,34,15,28,0,0,0,0,68.4932,60.0,0.575,0.5633,42.8571,92.1053,18.8442,9.6364,4.2829,8.5106,1.3165,83.25,69.375,111.3545,98.5059,12.8486,0.4706,17.72,1.1429,42.8571,MEM,West,Southwest,Away,Loss,240,2,92,28,18,10,3,21,73,36,0.4932,49,27,0.551,24,9,0.375,16,11,0.6875,3,20,23,18,27,29,18,0,0,0,0,31.5068,77.7778,0.5747,0.5548,13.0435,86.9565,18.3599,10.7072,3.2121,6.1224,1.2603,61.75,51.4583,98.5059,111.3545,-12.8486,0.4091,22.2152,1.5556,55.5556,93.3954,93.3954
2017-11-24,09:00,Regular,Zielinski,Gary,Brothers,Tony,Richardson,Derek,NO,West,Southwest,Away,Win,241,2,115,29,16,10,4,18,91,45,0.4945,64,36,0.5625,27,9,0.3333,22,16,0.7273,13,36,49,33,39,22,21,0,0,0,0,50.5155,64.4444,0.5711,0.544,28.2609,70.5882,13.7127,9.8935,3.9574,6.25,1.2637,96.5,80.083,113.7751,90.0307,23.7444,0.4787,19.9066,1.8125,62.5,PHO,West,Pacific,Home,Loss,240,2,91,12,17,9,6,18,94,37,0.3936,74,35,0.473,20,2,0.1,18,15,0.8333,15,33,48,21,21,20,29,0,0,0,0,49.4845,32.4324,0.4464,0.4043,31.25,68.75,14.2953,8.9041,5.9361,8.1081,0.9681,54.5,45.4167,90.0307,113.7751,-23.7444,0.3854,9.1659,0.7059,52.9412,101.0766,100.6572
2017-11-24,09:00,Regular,Zielinski,Gary,Brothers,Tony,Richardson,Derek,PHO,West,Pacific,Home,Loss,240,2,91,12,17,9,6,18,94,37,0.3936,74,35,0.473,20,2,0.1,18,15,0.8333,15,33,48,21,21,20,29,0,0,0,0,49.4845,32.4324,0.4464,0.4043,29.4118,71.7391,14.2953,8.9041,5.9361,8.1081,0.9681,54.5,45.4167,90.0307,113.7751,-23.7444,0.3854,9.1659,0.7059,52.9412,NO,West,Southwest,Away,Win,241,2,115,29,16,10,4,18,91,45,0.4945,64,36,0.5625,27,9,0.3333,22,16,0.7273,13,36,49,33,39,22,21,0,0,0,0,50.5155,64.4444,0.5711,0.544,26.5306,73.4694,13.7127,9.8935,3.9574,6.25,1.2637,96.5,80.083,113.7751,90.0307,23.7444,0.4787,19.9066,1.8125,62.5,101.0766,101.0766
2017-11-24,10:00,Regular,Wright,Sean,Petraitis,Gediminas,Collins,Derrick,POR,West,Northwest,Away,Win,239,2,127,24,7,5,13,16,96,48,0.5,81,42,0.5185,15,6,0.4,35,25,0.7143,12,33,45,23,28,41,35,0,0,0,0,48.913,50.0,0.57,0.5313,26.087,71.7391,5.9122,4.8572,12.6287,16.0494,1.3229,105.625,88.3891,123.3722,121.4294,1.9428,0.5275,16.8539,3.4286,71.4286,BKN,East,Atlantic,Home,Loss,241,2,125,25,9,4,6,22,100,50,0.5,75,40,0.5333,25,10,0.4,21,15,0.7143,13,34,47,32,21,39,33,0,0,0,0,51.087,50.0,0.5721,0.55,27.6596,72.3404,7.6116,3.8857,5.8286,8.0,1.25,95.625,79.3568,121.4294,123.3722,-1.9428,0.5208,17.4532,2.7778,44.4444,102.9405,103.3712
2017-11-24,10:00,Regular,Wright,Sean,Petraitis,Gediminas,Collins,Derrick,BKN,East,Atlantic,Home,Loss,241,2,125,25,9,4,6,22,100,50,0.5,75,40,0.5333,25,10,0.4,21,15,0.7143,13,34,47,32,21,39,33,0,0,0,0,51.087,50.0,0.5721,0.55,28.2609,73.913,7.6116,3.8857,5.8286,8.0,1.25,95.625,79.3568,121.4294,123.3722,-1.9428,0.5208,17.4532,2.7778,44.4444,POR,West,Northwest,Away,Win,239,2,127,24,7,5,13,16,96,48,0.5,81,42,0.5185,15,6,0.4,35,25,0.7143,12,33,45,23,28,41,35,0,0,0,0,48.913,50.0,0.57,0.5313,26.6667,73.3333,5.9122,4.8572,12.6287,16.0494,1.3229,105.625,88.3891,123.3722,121.4294,1.9428,0.5275,16.8539,3.4286,71.4286,102.9405,102.5134
2017-11-24,10:30,Regular,Orr,J.T.,Adams,Bennie,Ayotte,Mark,CHI,East,Central,Away,Loss,240,2,94,18,15,7,2,17,99,35,0.3535,63,22,0.3492,36,13,0.3611,15,11,0.7333,13,27,40,32,21,13,28,0,0,0,0,44.9438,51.4286,0.4451,0.4192,23.2143,81.8182,12.4378,6.7596,1.9313,3.1746,0.9495,50.875,42.3958,90.7714,138.0883,-47.3169,0.3465,12.987,1.2,46.6667,GS,West,Pacific,Home,Win,240,2,143,36,11,11,11,15,91,53,0.5824,55,37,0.6727,36,16,0.4444,21,21,1.0,6,43,49,29,45,36,33,0,0,0,0,55.0562,67.9245,0.7133,0.6703,12.2449,87.7551,9.8885,10.6222,10.6222,20.0,1.5714,144.625,120.5208,138.0883,90.7714,47.3169,0.5521,24.4499,3.2727,100.0,103.5569,103.5569
2017-11-24,10:30,Regular,Orr,J.T.,Adams,Bennie,Ayotte,Mark,GS,West,Pacific,Home,Win,240,2,143,36,11,11,11,15,91,53,0.5824,55,37,0.6727,36,16,0.4444,21,21,1.0,6,43,49,29,45,36,33,0,0,0,0,55.0562,67.9245,0.7133,0.6703,18.1818,76.7857,9.8885,10.6222,10.6222,20.0,1.5714,144.625,120.5208,138.0883,90.7714,47.3169,0.5521,24.4499,3.2727,100.0,CHI,East,Central,Away,Loss,240,2,94,18,15,7,2,17,99,35,0.3535,63,22,0.3492,36,13,0.3611,15,11,0.7333,13,27,40,32,21,13,28,0,0,0,0,44.9438,51.4286,0.4451,0.4192,32.5,67.5,12.4378,6.7596,1.9313,3.1746,0.9495,50.875,42.3958,90.7714,138.0883,-47.3169,0.3465,12.987,1.2,46.6667,103.5569,103.5569
2017-11-25,07:00,Regular,Lindsay,Mark,Kogut,Marat,Corbin,Sean,SA,West,Southwest,Away,Win,240,2,106,22,11,8,7,19,80,39,0.4875,55,33,0.6,25,6,0.24,25,22,0.88,7,37,44,14,26,32,34,0,0,0,0,51.1628,56.4103,0.5824,0.525,20.0,72.549,10.7843,8.6459,7.5651,12.7273,1.325,87.875,73.2292,114.5579,92.9432,21.6147,0.4643,17.7419,2.0,72.7273,CHA,East,Southeast,Home,Loss,238,0,86,20,14,7,3,19,84,31,0.369,59,27,0.4576,25,4,0.16,26,20,0.7692,14,28,42,15,14,29,28,0,0,0,0,48.8372,64.5161,0.4505,0.3929,33.3333,66.6667,12.7924,7.5651,3.2422,5.0847,1.0238,54.75,46.0084,92.9432,114.5579,-21.6147,0.369,15.4512,1.4286,50.0,92.5296,92.5296
2017-11-25,07:00,Regular,Lindsay,Mark,Kogut,Marat,Corbin,Sean,CHA,East,Southeast,Home,Loss,238,0,86,20,14,7,3,19,84,31,0.369,59,27,0.4576,25,4,0.16,26,20,0.7692,14,28,42,15,14,29,28,0,0,0,0,48.8372,64.5161,0.4505,0.3929,27.451,80.0,12.7924,7.5651,3.2422,5.0847,1.0238,54.75,46.0084,92.9432,114.5579,-21.6147,0.369,15.4512,1.4286,50.0,SA,West,Southwest,Away,Win,240,2,106,22,11,8,7,19,80,39,0.4875,55,33,0.6,25,6,0.24,25,22,0.88,7,37,44,14,26,32,34,0,0,0,0,51.1628,56.4103,0.5824,0.525,15.9091,84.0909,10.7843,8.6459,7.5651,12.7273,1.325,87.875,73.2292,114.5579,92.9432,21.6147,0.4643,17.7419,2.0,72.7273,92.5296,93.3072
